,month,day,number,amount
4160,5,6,220208,3.2
4161,5,6,220298,1.2
4162,5,6,220299,1.2
4163,5,6,220301,1.8
4164,5,6,220302,7.7
4165,5,6,220303,1.0
4166,5,6,220304,1.1
4167,5,6,220305,1.0
4168,5,6,220306,1.6
4169,5,6,220307,1.9
4170,5,6,220308,1.8
4171,5,6,220399,2.3
4172,5,6,220401,1.1
4173,5,6,220402,1.0
4174,5,6,220403,1.3
4175,5,6,220405,2.9
4176,5,6,220406,1.0
4177,5,6,220408,1.0
4178,5,6,220409,1.0
4179,5,6,220499,1.1
4180,5,6,220501,1.0
4181,5,6,220502,1.0
4182,5,6,220503,1.1
4183,5,6,220504,1.8
4184,5,6,220505,1.7
4185,5,6,220506,1.1
4186,5,6,220507,1.1
4187,5,6,220508,1.1
4188,5,6,220510,1.0
4189,5,6,220511,1.3
4190,5,6,220512,1.3
4191,5,6,220513,1.1
4192,5,6,220514,1.0
4193,5,6,220515,1.0
4194,5,6,220599,1.1
4195,5,6,220601,1.2
4196,5,6,220602,1.2
4197,5,6,220603,1.0
4198,5,6,220604,1.1
4199,5,6,220605,1.0
4200,5,6,220606,1.1
4201,5,6,220607,1.1
4202,5,6,220608,1.2
4203,5,6,220699,1.6
4204,5,6,220701,1.2
4205,5,6,220702,1.0
4206,5,6,220703,1.0
4207,5,6,220704,1.1
4208,5,6,220705,1.0
4209,5,6,220706,1.0
4210,5,6,220707,1.1
4211,5,6,220708,1.0
4212,5,6,220709,1.0
4213,5,6,220710,1.8
4214,5,6,220711,1.7
4215,5,6,220713,1.4
4216,5,6,220799,2.7
4217,5,6,220801,2.3
4218,5,6,220802,2.7
4219,5,6,220899,2.6
4220,5,6,220901,2.6
4221,5,6,220902,2.7
4222,5,6,220904,2.5
4223,5,6,220905,1.5
4224,5,6,220906,1.5
4225,5,6,220907,1.5
4226,5,6,220999,1.3
4227,5,6,221001,1.3
4228,5,6,221002,1.2
4229,5,6,221003,2.1
4230,5,6,221004,1.6
4231,5,6,221005,1.7
4232,5,6,221006,1.0
4233,5,6,221099,1.2
4234,5,6,221101,1.4
4235,5,6,221201,1.6
4236,5,6,221202,2.0
4237,5,6,230101,2.0
4238,5,6,230102,1.6
4239,5,6,230103,1.0
4240,5,6,230199,1.0
4241,5,6,230201,1.0
4242,5,6,230202,1.0
4243,5,6,230203,1.0
4244,5,6,230204,1.0
4245,5,6,230299,1.0
4246,5,6,230301,1.0
4247,5,6,230302,1.2
4248,5,6,230304,2.6
4249,5,6,230305,1.5
4250,5,6,230306,1.5
4251,5,6,230307,1.5
4252,5,6,230309,1.5
4253,5,6,230310,1.5
4254,5,6,230311,1.5
4255,5,6,230399,1.9
4256,5,6,230401,1.1
4257,5,6,230402,1.0
4258,5,6,230403,1.0
4259,5,6,230404,1.0
4260,5,6,230406,1.0
4261,5,6,230499,1.3
4262,5,6,230501,1.3
4263,5,6,230502,1.5
4264,5,6,230599,1.5
4265,5,6,230601,1.9
4266,5,6,230602,1.2
4267,5,6,230603,1.3
4268,5,6,230604,1.5
4269,5,6,230699,1.0
4270,5,6,230701,1.0
4271,5,6,230702,1.0
4272,5,6,230703,1.3
4273,5,6,230704,1.2
4274,5,6,230705,1.5
4275,5,6,230799,1.5
4276,5,6,230801,1.5
4277,5,6,230901,4.2
4278,5,6,230903,3.7
4279,5,6,230905,3.0
4280,5,6,230907,2.7
4281,5,6,231001,2.7
4282,5,6,231003,2.6
4283,5,6,231004,2.6
4284,5,6,231006,2.6
4285,5,6,231007,2.6
4286,5,6,231099,2.0
4287,5,6,231101,2.2
4288,5,6,231102,2.0
4289,5,6,231103,1.0
4290,5,6,231104,1.2
4291,5,6,231201,1.0
4292,5,6,231299,1.0
4293,5,6,231301,1.0
4294,5,6,231302,1.0
4295,5,6,231401,1.6
4296,5,6,231403,2.0
4297,5,6,231404,2.4
4298,5,6,231406,2.6
4299,5,6,231499,2.3
4300,5,6,231501,2.3
4301,5,6,231601,1.8
4302,5,6,231602,1.8
4303,5,6,231603,1.7
4304,5,6,231606,1.6
4305,5,6,231701,1.2
4306,5,6,231702,1.2
4307,5,6,231703,1.6
4308,5,6,231705,1.0
4309,5,6,300101,1.0
4310,5,6,300102,1.0
4311,5,6,300201,1.0
4312,5,6,300202,1.0
4313,5,6,300203,1.1
4314,5,6,300204,1.1
4315,5,6,300206,1.6
4316,5,6,300301,1.5
4317,5,6,300302,1.5
4318,5,6,300305,1.5
4319,5,6,300306,1.5
4320,5,6,300401,1.5
4321,5,6,300402,1.5
4322,5,6,300403,1.5
4323,5,6,300499,1.5
4324,5,6,300501,1.5
4325,5,6,300503,1.5
4326,5,6,300504,1.5
4327,5,6,300601,1.1
4328,5,6,300602,2.0
4329,5,6,300604,1.7
4330,5,6,300605,1.2
4331,5,6,300606,1.4
4332,5,6,300607,1.3
4333,5,6,300699,1.6
4334,5,6,300701,1.6
4335,5,6,300702,1.2
4336,5,6,300703,1.0
4337,5,6,300704,1.0
4338,5,6,300801,1.2
4339,5,6,300802,1.1
4340,5,6,300803,1.0
4341,5,6,300804,1.0
4342,5,6,300901,1.0
4343,5,6,300902,1.0
4344,5,6,300903,1.0
4345,5,6,301001,1.1
4346,5,6,301002,1.1
4347,5,6,301003,1.1
4348,5,6,301004,1.1
4349,5,6,301005,1.1
4350,5,6,301006,1.1
4351,5,6,301007,1.0
4352,5,6,301009,1.0
4353,5,6,301012,1.0
4354,5,6,301099,1.0
4355,5,6,301101,1.0
4356,5,6,301102,1.0
4357,5,6,301104,1.0
4358,5,6,301106,1.0
4359,5,6,301108,1.0
4360,5,6,301205,1.0
4361,5,6,301206,1.0
4362,5,6,301301,2.4
4363,5,6,301302,1.0
4364,5,6,301303,1.0
4365,5,6,301304,1.0
4366,5,6,301306,1.1
4367,5,6,301405,1.0
4368,5,6,301406,1.0
4369,5,6,301499,1.1
4370,5,6,301501,1.2
4371,5,6,301601,1.2
4372,5,6,301602,1.3
4373,5,6,301603,3.7
4374,5,6,301604,1.0
4375,5,6,301605,1.0
4376,5,6,301606,1.0
4377,5,6,301607,1.0
4378,5,6,301608,1.8
4379,5,6,301609,1.0
4380,5,6,301701,1.0
4381,5,6,301702,1.0
4382,5,6,301703,1.0
4383,5,6,301799,1.1
4384,5,6,301801,1.5
4385,5,6,301802,3.1
4386,5,6,301803,2.7
4387,5,6,301804,1.2
4388,5,6,301805,1.7
4389,5,6,301806,1.5
4390,5,6,301899,1.5
4391,5,6,310102,1.4
4392,5,6,310201,1.4
4393,5,6,310202,1.4
4394,5,6,310204,1.4
4395,5,6,310499,1.4
4396,5,6,310501,1.4
4397,5,6,310502,1.4
4398,5,6,310505,1.4
4399,5,6,310601,1.4
4400,5,6,310603,1.4
4401,5,6,310604,1.4
4402,5,6,310701,1.4
4403,5,6,310704,1.4
4404,5,6,310705,1.4
4405,5,6,310801,1.4
4406,5,6,310899,1.5
4407,5,6,310901,1.7
4408,5,6,310903,1.5
4409,5,6,310908,1.5
4410,5,6,310911,1.5
4411,5,6,311001,1.5
4412,5,6,311002,1.5
4413,5,6,311003,1.5
4414,5,6,311004,1.5
4415,5,6,311005,1.9
4416,5,6,311007,1.9
4417,5,6,311008,1.0
4418,5,6,311009,1.0
4419,5,6,311012,1.0
4420,5,6,311014,1.0
4421,5,6,311016,1.0
4422,5,6,311017,1.0
4423,5,6,311019,1.0
4424,5,6,311099,1.0
4425,5,6,311103,1.0
4426,5,6,311104,1.0
4427,5,6,311105,1.0
4428,5,6,311106,1.0
4429,5,6,311108,1.0
4430,5,6,311203,1.1
4431,5,6,311204,1.4
4432,5,6,311207,1.4
4433,5,6,311301,1.4
4434,5,6,311302,1.4
4435,5,6,311303,1.1
4436,5,6,311304,1.1
4437,5,6,311401,1.1
4438,5,6,311402,1.2
4439,5,6,311403,1.1
4440,5,6,311405,1.0
4441,5,6,311406,1.0
4442,5,6,311407,1.0
4443,5,6,311410,1.0
4444,5,6,311412,1.0
4445,5,6,311499,1.0
4446,5,6,311503,1.0
4447,5,6,311599,1.1
4448,5,6,311601,1.1
4449,5,6,311602,1.6
4450,5,6,311603,1.6
4451,5,6,311604,1.4
4452,5,6,311701,1.0
4453,5,6,311702,1.1
4454,5,6,311703,1.0
4455,5,6,311704,1.0
4456,5,6,311706,1.1
4457,5,6,311801,1.1
4458,5,6,311802,1.0
4459,5,6,311803,1.0
4460,5,6,311804,1.0
4461,5,6,311805,1.0
4462,5,6,311806,1.0
4463,5,6,311808,1.0
4464,5,6,311809,1.0
4465,5,6,311810,1.0
4466,5,6,311811,1.0
4467,5,6,311812,1.0
4468,5,6,311813,1.1
4469,5,6,311816,1.0
4470,5,6,311819,1.0
4471,5,6,311821,1.0
4472,5,6,311822,1.0
4473,5,6,311899,1.0
4474,5,6,311901,1.0
4475,5,6,311902,1.0
4476,5,6,311903,1.0
4477,5,6,311904,1.0
4478,5,6,311907,1.0
4479,5,6,311908,1.0
4480,5,6,311911,1.0
4481,5,6,311913,1.3
4482,5,6,312001,1.1
4483,5,6,312002,1.1
4484,5,6,312006,1.1
4485,5,6,312010,1.1
4486,5,6,312102,1.0
4487,5,6,312199,1.0
4488,5,6,312205,1.0
4489,5,6,312502,1.0
4490,5,6,312505,1.0
4491,5,6,312601,1.3
4492,5,6,312603,1.0
4493,5,6,312804,1.0
4494,5,6,321203,1.0
4495,5,6,321399,1.0
4496,5,6,321502,1.0
4497,5,6,321601,1.0
4498,5,6,321603,1.0
4499,5,6,321702,1.0
4500,5,6,321707,1.0
4501,5,6,321709,1.0
4502,5,6,321710,1.0
4503,5,6,321711,1.0
4504,5,6,321803,1.0
4505,5,6,322701,1.0
4506,5,6,330101,1.0
4507,5,6,330102,1.0
4508,5,6,330104,1.0
4509,5,6,330105,1.0
4510,5,6,330301,1.0
4511,5,6,331301,1.0
4512,5,6,331302,1.0
4513,5,6,331401,1.0
4514,5,6,331403,1.0
4515,5,6,331504,1.0
4516,5,6,331599,1.0
4517,5,6,331601,1.5
4518,5,6,331602,1.4
4519,5,6,331699,1.4
4520,5,6,331901,1.6
4521,5,6,331902,1.8
4522,5,6,331903,2.0
4523,5,6,331904,2.0
4524,5,6,331905,1.8
4525,5,6,331906,1.2
4526,5,6,331907,1.2
4527,5,6,331908,1.2
4528,5,6,331909,1.2
4529,5,6,331910,1.2
4530,5,6,331999,1.2
4531,5,6,332002,1.1
4532,5,6,332003,1.1
4533,5,6,332005,1.2
4534,5,6,332006,1.2
4535,5,6,332007,1.2
4536,5,6,332099,1.1
4537,5,6,332101,1.0
4538,5,6,332102,1.0
4539,5,6,332103,1.0
4540,5,6,332104,1.0
4541,5,6,332105,1.0
4542,5,6,332106,1.0
4543,5,6,332109,1.0
4544,5,6,332110,1.0
4545,5,6,332112,1.0
4546,5,6,332199,1.4
4547,5,6,332201,1.4
4548,5,6,332202,1.5
4549,5,6,332203,1.5
4550,5,6,332204,1.5
4551,5,6,332205,1.5
4552,5,6,332206,1.4
4553,5,6,332301,1.2
4554,5,6,332302,1.2
4555,5,6,332303,1.2
4556,5,6,332307,1.2
4557,5,6,332399,1.2
4558,5,6,332501,1.2
4559,5,6,332504,1.2
4560,5,6,332603,1.2
4561,5,6,332608,1.2
4562,5,6,332699,1.0
4563,5,6,332803,1.0
4564,5,6,333002,1.0
4565,5,6,340101,1.0
4566,5,6,340105,1.0
4567,5,6,340201,1.0
4568,5,6,340202,1.0
4569,5,6,340205,1.0
4570,5,6,340207,1.0
4571,5,6,340301,1.0
4572,5,6,340303,1.0
4573,5,6,340305,1.0
4574,5,6,340306,1.0
4575,5,6,340403,1.0
4576,5,6,340601,1.4
4577,5,6,340701,1.8
4578,5,6,340702,1.7
4579,5,6,340703,1.7
4580,5,6,340704,1.7
4581,5,6,340799,1.7
4582,5,6,340802,1.7
4583,5,6,340803,1.3
4584,5,6,340899,1.3
4585,5,6,340901,1.3
4586,5,6,340902,1.3
4587,5,6,340903,1.3
4588,5,6,340906,1.4
4589,5,6,341002,1.4
4590,5,6,341004,1.4
4591,5,6,341204,1.3
4592,5,6,341206,1.3
4593,5,6,341501,1.3
4594,5,6,341502,1.3
4595,5,6,341504,1.2
4596,5,6,341505,1.2
4597,5,6,341506,1.2
4598,5,6,341599,1.1
4599,5,6,341601,1.1
4600,5,6,341701,1.0
4601,5,6,341799,1.0
4602,5,6,341902,1.0
4603,5,6,342302,1.3
4604,5,6,342306,1.3
4605,5,6,342307,1.3
4606,5,6,342310,1.4
4607,5,6,342401,1.3
4608,5,6,342601,1.1
4609,5,6,342603,1.1
4610,5,6,342604,1.1
4611,5,6,342605,1.1
4612,5,6,342606,1.1
4613,5,6,342701,1.1
4614,5,6,342804,1.0
4615,5,6,342805,1.0
4616,5,6,342904,1.0
4617,5,6,342905,1.0
4618,5,6,343101,1.0
4619,5,6,343102,1.0
4620,5,6,343104,1.0
4621,5,6,343105,1.0
4622,5,6,343106,1.0
4623,5,6,343107,1.0
4624,5,6,343201,1.0
4625,5,6,343699,1.0
4626,5,7,100101,5.0
4627,5,7,100102,1.5
4628,5,7,100103,1.4
4629,5,7,100104,3.5
4630,5,7,100105,2.7
4631,5,7,100202,2.9
4632,5,7,100203,2.9
4633,5,7,100401,4.1
4634,5,7,100402,5.2
4635,5,7,100404,2.5
4636,5,7,100502,2.0
4637,5,7,100503,2.0
4638,5,7,100504,1.8
4639,5,7,100601,1.6
4640,5,7,100604,1.6
4641,5,7,100703,1.5
4642,5,7,100705,1.5
4643,5,7,109903,1.4
4644,5,7,110104,1.4
4645,5,7,110106,1.4
4646,5,7,110107,1.4
4647,5,7,110201,1.4
4648,5,7,110203,1.4
4649,5,7,110204,1.2
4650,5,7,110301,1.8
4651,5,7,110302,1.6
4652,5,7,110304,1.6
4653,5,7,110402,1.6
4654,5,7,120101,13.1
4655,5,7,120102,23.0
4656,5,7,120103,2.8
4657,5,7,120104,20.8
4658,5,7,120105,7.2
4659,5,7,120106,7.2
4660,5,7,120107,1.3
4661,5,7,120109,1.0
4662,5,7,120201,4.1
4663,5,7,120204,2.1
4664,5,7,120205,2.3
4665,5,7,120301,2.0
4666,5,7,120302,2.7
4667,5,7,120303,3.2
4668,5,7,120304,2.9
4669,5,7,120305,4.1
4670,5,7,120306,9.3
4671,5,7,120307,9.9
4672,5,7,120309,6.4
4673,5,7,120310,6.4
4674,5,7,120313,4.4
4675,5,7,120314,2.2
4676,5,7,120501,2.0
4677,5,7,120502,1.9
4678,5,7,130101,3.7
4679,5,7,130102,1.0
4680,5,7,130201,1.0
4681,5,7,130603,1.0
4682,5,7,130801,6.8
4683,5,7,130803,1.5
4684,5,7,130805,1.6
4685,5,7,140206,1.1
4686,5,7,140301,1.1
4687,5,7,150101,1.3
4688,5,7,150102,1.0
4689,5,7,150103,1.0
4690,5,7,150104,1.1
4691,5,7,150105,1.2
4692,5,7,150199,1.3
4693,5,7,150202,1.5
4694,5,7,150203,1.5
4695,5,7,150301,1.4
4696,5,7,150302,1.4
4697,5,7,150303,1.4
4698,5,7,150304,1.4
4699,5,7,150305,1.7
4700,5,7,150404,1.8
4701,5,7,150501,4.6
4702,5,7,150502,3.3
4703,5,7,150503,1.9
4704,5,7,150504,3.3
4705,5,7,150505,1.4
4706,5,7,150506,1.2
4707,5,7,150507,1.2
4708,5,7,150508,1.1
4709,5,7,150509,1.1
4710,5,7,150599,1.1
4711,5,7,150801,1.0
4712,5,7,150802,1.3
4713,5,7,150805,1.0
4714,5,7,150806,1.0
4715,5,7,150899,1.0
4716,5,7,150902,1.0
4717,5,7,150904,1.0
4718,5,7,150999,1.0
4719,5,7,151002,1.2
4720,5,7,151003,1.2
4721,5,7,151004,1.2
4722,5,7,151005,1.2
4723,5,7,151099,2.2
4724,5,7,151103,1.4
4725,5,7,151199,1.4
4726,5,7,151201,1.4
4727,5,7,151206,1.4
4728,5,7,151299,1.0
4729,5,7,151301,1.1
4730,5,7,151302,1.1
4731,5,7,151304,1.1
4732,5,7,151305,1.1
4733,5,7,151399,1.0
4734,5,7,151499,1.1
4735,5,7,151501,1.2
4736,5,7,151503,1.3
4737,5,7,151602,1.3
4738,5,7,151603,1.3
4739,5,7,151604,1.3
4740,5,7,151605,1.3
4741,5,7,151701,3.1
4742,5,7,151703,2.0
4743,5,7,151704,2.2
4744,5,7,151799,2.4
4745,5,7,151801,1.8
4746,5,7,151802,1.6
4747,5,7,151803,1.2
4748,5,7,151804,1.0
4749,5,7,151805,1.2
4750,5,7,151806,2.7
4751,5,7,151807,2.4
4752,5,7,151809,2.4
4753,5,7,151810,3.4
4754,5,7,151811,3.4
4755,5,7,151813,2.1
4756,5,7,151899,1.6
4757,5,7,151901,1.7
4758,5,7,151902,1.7
4759,5,7,151903,1.5
4760,5,7,151904,1.1
4761,5,7,151905,1.0
4762,5,7,152101,5.8
4763,5,7,152103,1.5
4764,5,7,152104,2.4
4765,5,7,200101,2.0
4766,5,7,200102,1.1
4767,5,7,200103,1.0
4768,5,7,200104,1.0
4769,5,7,200105,1.1
4770,5,7,200199,1.2
4771,5,7,200201,2.0
4772,5,7,200202,1.0
4773,5,7,200203,1.0
4774,5,7,200204,1.0
4775,5,7,200299,1.0
4776,5,7,200301,2.8
4777,5,7,200302,1.4
4778,5,7,200303,1.6
4779,5,7,200304,1.5
4780,5,7,200399,1.4
4781,5,7,200401,1.3
4782,5,7,200402,1.3
4783,5,7,200499,1.4
4784,5,7,200501,1.9
4785,5,7,200502,1.0
4786,5,7,200503,1.5
4787,5,7,200505,1.7
4788,5,7,200506,1.1
4789,5,7,200508,1.1
4790,5,7,200599,1.0
4791,5,7,200601,1.0
4792,5,7,200602,1.2
4793,5,7,200603,1.0
4794,5,7,200604,1.0
4795,5,7,200605,1.0
4796,5,7,200606,1.0
4797,5,7,200607,1.0
4798,5,7,200608,1.0
4799,5,7,200609,1.0
4800,5,7,200699,1.0
4801,5,7,200701,1.0
4802,5,7,200702,1.0
4803,5,7,200703,1.0
4804,5,7,200704,1.0
4805,5,7,200705,1.0
4806,5,7,200706,1.2
4807,5,7,200707,1.2
4808,5,7,200708,1.0
4809,5,7,200709,1.0
4810,5,7,200710,1.0
4811,5,7,200711,1.1
4812,5,7,200799,1.1
4813,5,7,200801,1.1
4814,5,7,200802,1.1
4815,5,7,200803,1.8
4816,5,7,200804,1.5
4817,5,7,200805,1.0
4818,5,7,200806,1.1
4819,5,7,200807,1.1
4820,5,7,200808,1.0
4821,5,7,200809,1.0
4822,5,7,200811,1.0
4823,5,7,200899,1.7
4824,5,7,200901,1.7
4825,5,7,200902,3.9
4826,5,7,200903,2.2
4827,5,7,200904,1.6
4828,5,7,200905,1.6
4829,5,7,200906,1.6
4830,5,7,200907,1.6
4831,5,7,200999,1.6
4832,5,7,201001,1.6
4833,5,7,201002,1.6
4834,5,7,201003,1.1
4835,5,7,201004,1.3
4836,5,7,201005,1.5
4837,5,7,201006,1.5
4838,5,7,201007,1.5
4839,5,7,201008,1.5
4840,5,7,201101,1.3
4841,5,7,201102,2.2
4842,5,7,201103,3.0
4843,5,7,201104,1.7
4844,5,7,201105,1.0
4845,5,7,201106,1.0
4846,5,7,201107,4.5
4847,5,7,201108,2.0
4848,5,7,201109,1.4
4849,5,7,201110,1.4
4850,5,7,201111,3.7
4851,5,7,201112,1.1
4852,5,7,201199,1.0
4853,5,7,201201,1.0
4854,5,7,201202,1.0
4855,5,7,201203,1.0
4856,5,7,201299,1.0
4857,5,7,201301,1.0
4858,5,7,201302,1.6
4859,5,7,201303,2.6
4860,5,7,201304,2.0
4861,5,7,201305,2.2
4862,5,7,201306,4.0
4863,5,7,201307,2.8
4864,5,7,201399,2.4
4865,5,7,201401,1.5
4866,5,7,201402,1.0
4867,5,7,201403,1.0
4868,5,7,201404,2.1
4869,5,7,201405,1.1
4870,5,7,201499,1.1
4871,5,7,201501,1.9
4872,5,7,201502,1.8
4873,5,7,201503,2.2
4874,5,7,201504,2.2
4875,5,7,201505,2.2
4876,5,7,210103,2.2
4877,5,7,210104,2.2
4878,5,7,210105,2.2
4879,5,7,210106,2.2
4880,5,7,210107,2.2
4881,5,7,210108,2.2
4882,5,7,210109,2.2
4883,5,7,210110,2.2
4884,5,7,210111,2.2
4885,5,7,210199,2.2
4886,5,7,210202,2.0
4887,5,7,210301,1.2
4888,5,7,210302,1.2
4889,5,7,210303,1.2
4890,5,7,210401,1.3
4891,5,7,210402,1.6
4892,5,7,210499,1.6
4893,5,7,210501,1.6
4894,5,7,210502,1.6
4895,5,7,210503,1.6
4896,5,7,210504,1.6
4897,5,7,210505,1.7
4898,5,7,210506,1.7
4899,5,7,210507,1.3
4900,5,7,210599,1.3
4901,5,7,210601,1.3
4902,5,7,210603,1.3
4903,5,7,210699,1.2
4904,5,7,210701,1.2
4905,5,7,210704,1.2
4906,5,7,210705,1.2
4907,5,7,210801,1.2
4908,5,7,220101,1.1
4909,5,7,220102,1.4
4910,5,7,220103,1.3
4911,5,7,220104,1.5
4912,5,7,220105,1.5
4913,5,7,220106,5.8
4914,5,7,220107,1.8
4915,5,7,220108,1.2
4916,5,7,220109,1.1
4917,5,7,220110,1.1
4918,5,7,220111,5.4
4919,5,7,220112,1.1
4920,5,7,220113,1.5
4921,5,7,220114,1.5
4922,5,7,220115,1.5
4923,5,7,220199,1.9
4924,5,7,220201,1.3
4925,5,7,220202,1.6
4926,5,7,220203,1.3
4927,5,7,220204,1.0
4928,5,7,220205,5.6
4929,5,7,220206,2.6
4930,5,7,220207,3.2
4931,5,7,220208,5.8
4932,5,7,220298,1.0
4933,5,7,220299,1.0
4934,5,7,220301,2.7
4935,5,7,220302,10.2
4936,5,7,220303,1.0
4937,5,7,220304,1.0
4938,5,7,220305,1.0
4939,5,7,220306,1.5
4940,5,7,220307,1.9
4941,5,7,220308,1.8
4942,5,7,220399,1.0
4943,5,7,220401,1.8
4944,5,7,220402,1.4
4945,5,7,220403,3.2
4946,5,7,220405,3.8
4947,5,7,220406,1.0
4948,5,7,220408,1.0
4949,5,7,220409,1.0
4950,5,7,220499,3.1
4951,5,7,220501,1.0
4952,5,7,220502,1.0
4953,5,7,220503,1.3
4954,5,7,220504,1.9
4955,5,7,220505,1.8
4956,5,7,220506,1.2
4957,5,7,220507,1.2
4958,5,7,220508,1.2
4959,5,7,220510,1.1
4960,5,7,220511,1.3
4961,5,7,220512,1.8
4962,5,7,220513,1.3
4963,5,7,220514,1.0
4964,5,7,220515,1.0
4965,5,7,220599,1.2
4966,5,7,220601,2.2
4967,5,7,220602,2.0
4968,5,7,220603,1.6
4969,5,7,220604,1.4
4970,5,7,220605,2.2
4971,5,7,220606,1.6
4972,5,7,220607,2.7
4973,5,7,220608,1.7
4974,5,7,220699,2.0
4975,5,7,220701,1.6
4976,5,7,220702,1.0
4977,5,7,220703,1.0
4978,5,7,220704,1.1
4979,5,7,220705,1.0
4980,5,7,220706,1.0
4981,5,7,220707,1.0
4982,5,7,220708,1.0
4983,5,7,220709,1.0
4984,5,7,220710,1.6
4985,5,7,220711,1.7
4986,5,7,220713,1.4
4987,5,7,220799,3.7
4988,5,7,220801,4.0
4989,5,7,220802,1.8
4990,5,7,220899,1.3
4991,5,7,220901,1.3
4992,5,7,220902,1.2
4993,5,7,220904,1.3
4994,5,7,220905,1.1
4995,5,7,220906,1.1
4996,5,7,220907,1.1
4997,5,7,220999,1.1
4998,5,7,221001,1.1
4999,5,7,221002,1.0
5000,5,7,221003,1.6
5001,5,7,221004,1.6
5002,5,7,221005,1.3
5003,5,7,221006,1.0
5004,5,7,221099,1.1
5005,5,7,221101,1.4
5006,5,7,221201,1.6
5007,5,7,221202,2.0
5008,5,7,230101,2.5
5009,5,7,230102,1.7
5010,5,7,230103,1.6
5011,5,7,230199,1.1
5012,5,7,230201,1.1
5013,5,7,230202,1.1
5014,5,7,230203,1.0
5015,5,7,230204,1.0
5016,5,7,230299,1.0
5017,5,7,230301,1.0
5018,5,7,230302,1.4
5019,5,7,230304,1.3
5020,5,7,230305,1.4
5021,5,7,230306,1.4
5022,5,7,230307,1.4
5023,5,7,230309,1.4
5024,5,7,230310,1.4
5025,5,7,230311,1.4
5026,5,7,230399,1.6
5027,5,7,230401,1.2
5028,5,7,230402,1.1
5029,5,7,230403,1.1
5030,5,7,230404,1.1
5031,5,7,230406,1.1
5032,5,7,230499,1.2
5033,5,7,230501,1.2
5034,5,7,230502,1.2
5035,5,7,230599,1.5
5036,5,7,230601,2.0
5037,5,7,230602,1.3
5038,5,7,230603,1.1
5039,5,7,230604,1.3
5040,5,7,230699,1.0
5041,5,7,230701,1.0
5042,5,7,230702,1.0
5043,5,7,230703,1.6
5044,5,7,230704,1.4
5045,5,7,230705,1.5
5046,5,7,230799,1.5
5047,5,7,230801,1.5
5048,5,7,230901,3.3
5049,5,7,230903,3.1
5050,5,7,230905,2.1
5051,5,7,230907,1.8
5052,5,7,231001,1.9
5053,5,7,231003,2.2
5054,5,7,231004,2.3
5055,5,7,231006,2.4
5056,5,7,231007,2.4
5057,5,7,231099,1.8
5058,5,7,231101,2.8
5059,5,7,231102,2.8
5060,5,7,231103,1.0
5061,5,7,231104,1.2
5062,5,7,231201,1.0
5063,5,7,231299,1.0
5064,5,7,231301,1.0
5065,5,7,231302,1.0
5066,5,7,231401,1.2
5067,5,7,231403,1.6
5068,5,7,231404,1.6
5069,5,7,231406,1.7
5070,5,7,231499,1.7
5071,5,7,231501,1.7
5072,5,7,231601,1.2
5073,5,7,231602,1.1
5074,5,7,231603,1.1
5075,5,7,231606,1.0
5076,5,7,231701,1.0
5077,5,7,231702,1.0
5078,5,7,231703,1.6
5079,5,7,231705,1.0
5080,5,7,300101,1.0
5081,5,7,300102,1.0
5082,5,7,300201,1.0
5083,5,7,300202,1.0
5084,5,7,300203,1.0
5085,5,7,300204,1.0
5086,5,7,300206,1.1
5087,5,7,300301,1.1
5088,5,7,300302,1.1
5089,5,7,300305,1.1
5090,5,7,300306,1.1
5091,5,7,300401,1.1
5092,5,7,300402,1.1
5093,5,7,300403,1.1
5094,5,7,300499,1.1
5095,5,7,300501,1.2
5096,5,7,300503,1.2
5097,5,7,300504,1.2
5098,5,7,300601,1.8
5099,5,7,300602,2.4
5100,5,7,300604,1.8
5101,5,7,300605,1.4
5102,5,7,300606,1.6
5103,5,7,300607,1.5
5104,5,7,300699,1.3
5105,5,7,300701,1.2
5106,5,7,300702,1.0
5107,5,7,300703,1.0
5108,5,7,300704,1.0
5109,5,7,300801,1.2
5110,5,7,300802,1.1
5111,5,7,300803,1.0
5112,5,7,300804,1.0
5113,5,7,300901,1.0
5114,5,7,300902,1.0
5115,5,7,300903,1.0
5116,5,7,301001,1.1
5117,5,7,301002,1.1
5118,5,7,301003,1.1
5119,5,7,301004,1.2
5120,5,7,301005,1.2
5121,5,7,301006,1.1
5122,5,7,301007,1.0
5123,5,7,301009,1.0
5124,5,7,301012,1.0
5125,5,7,301099,1.0
5126,5,7,301101,1.0
5127,5,7,301102,1.0
5128,5,7,301104,1.0
5129,5,7,301106,1.0
5130,5,7,301108,1.0
5131,5,7,301205,1.0
5132,5,7,301206,1.0
5133,5,7,301301,1.9
5134,5,7,301302,1.0
5135,5,7,301303,1.3
5136,5,7,301304,1.0
5137,5,7,301306,1.1
5138,5,7,301405,1.0
5139,5,7,301406,1.0
5140,5,7,301499,1.1
5141,5,7,301501,1.4
5142,5,7,301601,1.4
5143,5,7,301602,1.7
5144,5,7,301603,10.8
5145,5,7,301604,1.9
5146,5,7,301605,1.9
5147,5,7,301606,2.8
5148,5,7,301607,2.0
5149,5,7,301608,3.8
5150,5,7,301609,1.0
5151,5,7,301701,1.0
5152,5,7,301702,1.0
5153,5,7,301703,1.0
5154,5,7,301799,1.0
5155,5,7,301801,1.4
5156,5,7,301802,3.8
5157,5,7,301803,2.8
5158,5,7,301804,1.2
