month,day,number,amount
1,23,120205,1
1,23,220601,1
1,23,220906,1
1,23,311604,1
1,23,151804,1
1,23,220699,2
1,23,230604,1
1,23,200301,1
1,23,301101,1
1,23,220303,1
1,23,201106,1
1,23,231602,1
1,23,331999,1
1,24,220106,1
1,24,120105,5
1,24,120104,19
1,24,200801,1
1,24,220201,1
1,24,220302,5
1,24,120102,21
1,24,231404,2
1,24,152101,8
1,24,220601,1
1,24,220202,2
1,24,120101,16
1,24,342604,1
1,24,150505,3
1,24,200709,1
1,24,120302,6
1,24,220905,1
1,24,120301,7
1,24,201004,1
1,24,301301,5
1,24,200501,3
1,24,332007,1
1,24,150501,3
1,24,210402,1
1,24,120106,11
1,24,200301,2
1,24,221003,1
1,24,301603,2
1,24,200601,1
1,24,311401,1
1,24,230901,2
1,24,151804,5
1,24,120109,1
1,24,150506,2
1,24,220799,4
1,24,120313,5
1,24,201405,1
1,24,300602,2
1,24,332301,1
1,24,220303,1
1,24,301608,2
1,24,201111,1
1,24,130803,1
1,24,200602,3
1,24,200101,1
1,24,220205,4
1,24,220301,2
1,24,200803,1
1,24,150504,1
1,24,230704,1
1,24,221101,6
1,24,311007,1
1,24,220513,3
1,24,300601,1
1,24,200603,1
1,24,301304,2
1,24,311702,3
1,24,341701,3
1,24,311406,1
1,24,151501,1
1,24,120201,4
1,24,230404,1
1,24,300202,2
1,24,200902,2
1,24,220402,1
1,24,221202,1
1,24,120303,2
1,24,151802,3
1,24,220709,1
1,24,311704,2
1,24,201303,3
1,24,120204,4
1,24,120309,7
1,24,220701,2
1,24,300604,3
1,24,311907,2
1,24,151701,2
1,24,120307,4
1,24,230101,2
1,24,220104,2
1,24,200299,1
1,24,201403,1
1,24,220112,1
1,24,120501,3
1,24,120305,1
1,24,200806,1
1,24,220111,1
1,24,332302,1
1,24,311019,1
1,24,151904,1
1,24,201401,3
1,24,301303,3
1,24,100101,1
1,24,201306,1
1,24,150502,1
1,24,220512,2
1,24,220801,1
1,24,151813,1
1,24,200201,2
1,24,300206,1
1,24,311099,1
1,24,220208,2
1,24,231602,2
1,24,201104,1
1,24,231099,1
1,24,201302,1
1,24,301101,1
1,24,331999,1
1,24,151807,1
1,24,220299,1
1,24,301801,2
1,24,200105,2
1,24,151806,2
1,24,200903,1
1,24,301802,1
1,24,332006,1
1,24,210601,1
1,24,220699,1
1,24,200599,1
1,24,230907,1
1,24,150802,1
1,24,130603,1
1,24,312205,1
1,24,151801,1
1,24,151299,1
1,24,120306,1
1,24,151902,1
1,24,220306,1
1,24,100102,1
1,24,341504,1
1,24,311014,1
1,24,201505,2
1,24,220608,1
1,24,220403,1
1,24,151704,1
1,24,120103,1
1,24,150599,1
1,24,300699,1
1,24,220607,1
1,24,230602,1
1,24,110107,1
1,24,301609,1
1,24,300801,1
1,24,220606,1
1,24,120107,1
1,24,300403,1
1,24,300203,1
1,24,201101,1
1,24,201102,1
1,24,300306,1
1,25,150501,3
1,25,201302,3
1,25,301608,3
1,25,200805,1
1,25,120102,25
1,25,220801,2
1,25,120201,7
1,25,220208,6
1,25,220202,4
1,25,301701,1
1,25,120101,25
1,25,220608,1
1,25,152101,9
1,25,201504,1
1,25,221003,1
1,25,120309,6
1,25,201003,1
1,25,150504,5
1,25,200606,2
1,25,120104,22
1,25,120105,6
1,25,130102,1
1,25,220301,2
1,25,120109,2
1,25,220302,5
1,25,200199,1
1,25,201401,3
1,25,230703,2
1,25,120302,11
1,25,151801,4
1,25,220102,4
1,25,220605,3
1,25,120313,5
1,25,201104,1
1,25,100402,1
1,25,201107,1
1,25,151806,1
1,25,221006,1
1,25,220515,1
1,25,201503,1
1,25,341502,3
1,25,220306,1
1,25,220512,2
1,25,200701,1
1,25,210107,1
1,25,120103,5
1,25,200999,1
1,25,220399,8
1,25,120106,10
1,25,151701,1
1,25,200302,1
1,25,151199,1
1,25,200501,5
1,25,301301,2
1,25,151503,2
1,25,230399,1
1,25,210501,1
1,25,220603,2
1,25,100404,2
1,25,130101,4
1,25,220205,3
1,25,200801,2
1,25,220199,1
1,25,300801,1
1,25,150505,1
1,25,151902,1
1,25,200806,2
1,25,300704,3
1,25,200803,1
1,25,220111,4
1,25,300206,1
1,25,151813,1
1,25,201502,1
1,25,210504,1
1,25,150801,2
1,25,210601,1
1,25,120501,2
1,25,150101,1
1,25,220304,3
1,25,220204,1
1,25,301603,5
1,25,220103,1
1,25,201505,2
1,25,231102,1
1,25,220508,1
1,25,301606,1
1,25,220107,2
1,25,220513,3
1,25,200809,1
1,25,151299,1
1,25,220403,1
1,25,201004,1
1,25,100101,5
1,25,120204,2
1,25,120205,4
1,25,231103,1
1,25,201111,1
1,25,200299,1
1,25,120301,3
1,25,230502,1
1,25,220703,1
1,25,120303,3
1,25,201501,2
1,25,200902,1
1,25,230901,1
1,25,220402,1
1,25,220501,1
1,25,301602,3
1,25,300601,1
1,25,220106,3
1,25,151810,1
1,25,220401,1
1,25,220305,1
1,25,220802,1
1,25,220110,1
1,25,341501,1
1,25,120306,1
1,25,220707,1
1,25,220201,1
1,25,151804,2
1,25,230304,1
1,25,220799,2
1,25,210503,1
1,25,200201,2
1,25,230501,1
1,25,301607,1
1,25,220405,2
1,25,300604,1
1,25,151802,1
1,25,130801,1
1,25,200301,1
1,25,200304,1
1,25,150104,1
1,25,301804,1
1,25,341506,1
1,25,220599,1
1,25,150502,2
1,25,220511,1
1,25,120307,1
1,25,301303,2
1,25,310908,1
1,25,200204,1
1,25,151399,1
1,25,300702,1
1,25,231702,1
1,25,100202,1
1,25,343107,1
1,25,200807,1
1,25,200709,1
1,25,220607,1
1,25,151805,1
1,25,110107,1
1,25,201103,1
1,25,151206,1
1,25,311903,1
1,25,200506,1
1,25,311804,1
1,26,220502,6
1,26,120309,10
1,26,230304,1
1,26,220802,2
1,26,200704,2
1,26,152101,11
1,26,120102,35
1,26,120501,2
1,26,150502,2
1,26,120104,21
1,26,120109,9
1,26,220203,1
1,26,220605,2
1,26,200801,1
1,26,201111,3
1,26,332103,2
1,26,220106,6
1,26,120307,4
1,26,301607,2
1,26,120301,3
1,26,332205,1
1,26,230399,1
1,26,340201,1
1,26,220199,1
1,26,151701,5
1,26,220202,2
1,26,220405,2
1,26,200709,4
1,26,120303,7
1,26,150504,5
1,26,231702,2
1,26,300604,1
1,26,201105,1
1,26,200599,1
1,26,201103,2
1,26,210402,2
1,26,220208,3
1,26,230301,2
1,26,120101,23
1,26,100101,11
1,26,220201,2
1,26,220101,3
1,26,221202,1
1,26,151704,1
1,26,201302,3
1,26,100104,2
1,26,301608,3
1,26,322701,2
1,26,220205,6
1,26,220513,1
1,26,200601,5
1,26,120106,7
1,26,120201,3
1,26,220599,2
1,26,120306,2
1,26,300602,1
1,26,150505,2
1,26,120105,10
1,26,120107,5
1,26,201199,1
1,26,109903,2
1,26,120205,1
1,26,301603,5
1,26,201505,2
1,26,231102,3
1,26,220102,1
1,26,220607,5
1,26,200204,1
1,26,151199,2
1,26,201403,2
1,26,120302,6
1,26,231602,1
1,26,220512,1
1,26,301301,4
1,26,301602,1
1,26,231404,1
1,26,200903,1
1,26,220301,2
1,26,220501,2
1,26,200607,3
1,26,200705,1
1,26,331908,2
1,26,201405,3
1,26,301303,1
1,26,221101,1
1,26,220699,1
1,26,151003,2
1,26,220107,1
1,26,150508,1
1,26,150101,2
1,26,300701,1
1,26,200799,1
1,26,151904,1
1,26,200701,3
1,26,200399,1
1,26,220110,2
1,26,130101,2
1,26,151809,1
1,26,230101,2
1,26,230602,1
1,26,220514,1
1,26,300102,2
1,26,332102,1
1,26,220515,1
1,26,220602,1
1,26,200602,1
1,26,201106,2
1,26,120103,1
1,26,200706,1
1,26,200501,4
1,26,200902,1
1,26,151807,1
1,26,301406,1
1,26,200804,1
1,26,230702,1
1,26,301802,3
1,26,200606,1
1,26,230103,1
1,26,301805,1
1,26,220406,1
1,26,151099,1
1,26,200806,1
1,26,130201,1
1,26,301801,1
1,26,151902,1
1,26,220604,1
1,26,230202,1
1,26,201004,1
1,26,310204,1
1,26,200201,1
1,26,151801,2
1,26,220302,1
1,26,120313,2
1,26,130801,1
1,26,130803,1
1,26,151813,1
1,26,331999,1
1,26,300601,1
1,26,201306,1
1,26,301804,1
1,26,200301,1
1,26,301606,1
1,26,220299,2
1,26,300204,1
1,26,220801,1
1,26,151805,1
1,26,332206,1
1,26,200805,2
1,26,200809,1
1,27,220203,2
1,27,231102,2
1,27,210502,2
1,27,120106,11
1,27,120101,21
1,27,301802,4
1,27,151810,1
1,27,120201,6
1,27,110302,2
1,27,120309,4
1,27,340899,1
1,27,200704,2
1,27,220106,8
1,27,220710,1
1,27,100101,8
1,27,210601,1
1,27,201103,1
1,27,100402,1
1,27,120102,27
1,27,220512,2
1,27,220504,1
1,27,120103,4
1,27,201501,3
1,27,120301,6
1,27,120105,5
1,27,201302,2
1,27,120104,31
1,27,221202,2
1,27,151801,3
1,27,151803,1
1,27,152101,7
1,27,200301,5
1,27,120307,1
1,27,100404,1
1,27,120204,4
1,27,201111,3
1,27,311902,1
1,27,220302,7
1,27,151701,2
1,27,201304,1
1,27,230199,1
1,27,230704,1
1,27,120313,3
1,27,200607,7
1,27,201306,4
1,27,201107,6
1,27,201499,2
1,27,150504,6
1,27,120109,1
1,27,151099,2
1,27,201104,1
1,27,321399,1
1,27,230301,1
1,27,230703,1
1,27,220401,2
1,27,300206,1
1,27,201102,1
1,27,220208,2
1,27,220301,2
1,27,220115,1
1,27,220305,2
1,27,200105,5
1,27,201105,1
1,27,120107,2
1,27,201504,2
1,27,201404,1
1,27,220205,3
1,27,230399,2
1,27,220109,1
1,27,301603,3
1,27,220905,2
1,27,300801,2
1,27,200902,5
1,27,210402,2
1,27,220399,2
1,27,151299,3
1,27,200603,1
1,27,201003,2
1,27,120205,1
1,27,301301,4
1,27,230302,1
1,27,322701,1
1,27,220304,1
1,27,200202,1
1,27,231601,1
1,27,220603,1
1,27,200501,1
1,27,151804,2
1,27,220102,3
1,27,220306,1
1,27,200903,1
1,27,301606,1
1,27,151806,1
1,27,200709,3
1,27,230901,1
1,27,150502,1
1,27,200803,1
1,27,221099,1
1,27,220799,1
1,27,220112,1
1,27,301801,5
1,27,230604,2
1,27,220107,2
1,27,300802,1
1,27,230304,2
1,27,220201,2
1,27,220403,1
1,27,100104,3
1,27,230705,2
1,27,231404,4
1,27,201108,1
1,27,150505,1
1,27,301804,3
1,27,220113,1
1,27,301101,1
1,27,312601,1
1,27,120302,1
1,27,200608,1
1,27,200502,1
1,27,200806,4
1,27,210501,1
1,27,150101,1
1,27,220111,2
1,27,151813,1
1,27,200604,1
1,27,120303,1
1,27,130603,1
1,27,220502,1
1,27,210504,2
1,27,201106,1
1,27,220110,1
1,27,151503,1
1,27,200999,1
1,27,301302,1
1,27,220499,2
1,27,220204,1
1,27,220801,1
1,27,220601,1
1,27,210107,1
1,27,230103,1
1,27,201109,1
1,27,230101,1
1,27,230305,1
1,27,200906,1
1,27,200807,2
1,27,200601,1
1,27,343201,1
1,27,301805,1
1,27,201405,1
1,27,300203,1
1,27,343107,1
1,27,210301,2
1,27,220709,1
1,27,220513,1
1,27,130101,2
1,27,100102,1
1,27,200706,1
1,27,120501,1
1,27,150102,1
1,27,201112,1
1,27,201004,1
1,27,151802,1
1,28,220111,5
1,28,120104,40
1,28,230101,1
1,28,200202,1
1,28,120101,42
1,28,300206,4
1,28,201102,4
1,28,220299,8
1,28,301303,2
1,28,100404,2
1,28,210301,1
1,28,220701,2
1,28,120313,6
1,28,151099,1
1,28,301004,1
1,28,230304,7
1,28,120102,45
1,28,200803,3
1,28,120306,2
1,28,120303,10
1,28,130603,3
1,28,200203,2
1,28,300204,2
1,28,200101,1
1,28,151813,1
1,28,220608,5
1,28,220601,1
1,28,151701,7
1,28,201404,5
1,28,220511,1
1,28,311601,1
1,28,220302,9
1,28,100104,17
1,28,100101,18
1,28,151804,2
1,28,200801,1
1,28,200809,2
1,28,220513,6
1,28,120103,4
1,28,120201,8
1,28,220801,2
1,28,200599,6
1,28,200706,1
1,28,220402,2
1,28,210504,1
1,28,120105,8
1,28,120204,4
1,28,200603,2
1,28,200805,2
1,28,220106,4
1,28,120106,17
1,28,120301,14
1,28,151805,4
1,28,300801,1
1,28,200501,4
1,28,152101,14
1,28,220104,1
1,28,220605,6
1,28,220107,4
1,28,301602,1
1,28,201501,2
1,28,151901,2
1,28,100502,2
1,28,201103,2
1,28,201199,1
1,28,220102,5
1,28,220202,5
1,28,220203,2
1,28,201002,3
1,28,201110,1
1,28,120501,3
1,28,220206,2
1,28,150501,3
1,28,300601,2
1,28,221202,4
1,28,220607,7
1,28,220401,5
1,28,201101,3
1,28,150102,1
1,28,301603,4
1,28,130801,3
1,28,301608,16
1,28,220199,2
1,28,220205,4
1,28,201107,1
1,28,220512,3
1,28,110203,2
1,28,220902,1
1,28,220208,6
1,28,151899,3
1,28,220799,5
1,28,151301,1
1,28,120309,3
1,28,200702,1
1,28,120307,4
1,28,120205,3
1,28,301302,1
1,28,312205,1
1,28,200806,1
1,28,201112,2
1,28,201401,5
1,28,130201,2
1,28,301301,2
1,28,210499,1
1,28,100402,3
1,28,120302,4
1,28,151304,1
1,28,300604,2
1,28,220301,4
1,28,200804,1
1,28,150302,2
1,28,201302,1
1,28,200607,2
1,28,221005,4
1,28,230901,1
1,28,220405,5
1,28,150506,2
1,28,151503,1
1,28,201306,1
1,28,300203,1
1,28,150504,3
1,28,230502,1
1,28,230299,1
1,28,200902,2
1,28,220399,6
1,28,150404,1
1,28,201003,1
1,28,220508,2
1,28,150505,4
1,28,201111,2
1,28,120109,3
1,28,110107,2
1,28,311804,1
1,28,200906,4
1,28,220711,1
1,28,220115,1
1,28,311405,1
1,28,151809,3
1,28,200104,1
1,28,331999,1
1,28,300202,2
1,28,300301,1
1,28,130101,4
1,28,311901,1
1,28,120107,2
1,28,230703,1
1,28,220710,1
1,28,200103,1
1,28,100504,2
1,28,220305,1
1,28,210506,1
1,28,151299,1
1,28,200705,1
1,28,220113,1
1,28,301801,2
1,28,220606,1
1,28,231404,2
1,28,220403,2
1,28,150101,1
1,28,220499,1
1,28,200506,1
1,28,130803,2
1,28,200709,3
1,28,200811,2
1,28,150103,1
1,28,301804,2
1,28,151803,1
1,28,301102,1
1,28,230501,1
1,28,220699,4
1,28,151501,1
1,28,201105,1
1,28,200907,1
1,28,200601,2
1,28,230301,1
1,28,200711,1
1,28,201403,2
1,28,300602,3
1,28,201004,1
1,28,220101,1
1,28,200505,1
1,28,311604,1
1,28,220306,1
1,28,220504,1
1,28,221101,1
1,28,301609,1
1,28,200201,1
1,28,201405,2
1,28,230701,1
1,28,301802,4
1,28,200105,1
1,28,230302,1
1,28,151305,1
1,28,231103,1
1,28,301606,1
1,28,151206,1
1,28,210402,1
1,28,220802,1
1,28,221006,1
1,28,201504,1
1,28,150802,1
1,28,221003,2
1,28,220599,1
1,28,220103,1
1,28,151003,1
1,28,151002,1
1,28,221099,1
1,28,201499,1
1,28,201502,1
1,28,220709,1
1,29,130101,3
1,29,150599,1
1,29,120201,5
1,29,120101,26
1,29,220799,2
1,29,120204,5
1,29,300804,1
1,29,301802,5
1,29,301501,1
1,29,151299,1
1,29,120102,17
1,29,150101,5
1,29,301603,7
1,29,100101,8
1,29,312205,2
1,29,301101,1
1,29,151701,5
1,29,220106,3
1,29,301801,5
1,29,311706,1
1,29,220606,1
1,29,220801,2
1,29,220102,3
1,29,301102,1
1,29,120104,17
1,29,151805,3
1,29,220515,1
1,29,220101,1
1,29,331903,1
1,29,220513,3
1,29,201107,2
1,29,120105,5
1,29,220405,3
1,29,300801,1
1,29,231602,1
1,29,220999,2
1,29,230604,1
1,29,200607,3
1,29,151806,1
1,29,220511,1
1,29,201505,1
1,29,210507,1
1,29,150199,3
1,29,120301,4
1,29,120307,2
1,29,220302,3
1,29,150504,4
1,29,220301,3
1,29,300204,2
1,29,120106,6
1,29,220111,2
1,29,151801,1
1,29,200903,2
1,29,220607,4
1,29,201401,4
1,29,220108,2
1,29,100404,1
1,29,220603,2
1,29,201399,2
1,29,150505,1
1,29,120103,3
1,29,152101,6
1,29,220205,3
1,29,300601,1
1,29,201302,1
1,29,220605,2
1,29,220208,1
1,29,150105,2
1,29,220308,1
1,29,230301,1
1,29,220510,1
1,29,152103,1
1,29,200601,4
1,29,151004,1
1,29,301406,1
1,29,220305,1
1,29,201103,2
1,29,200804,1
1,29,130801,4
1,29,230101,1
1,29,201403,5
1,29,230302,1
1,29,231102,1
1,29,200608,2
1,29,301609,1
1,29,200709,1
1,29,230304,2
1,29,200701,1
1,29,200807,2
1,29,120107,1
1,29,220107,2
1,29,220905,1
1,29,100402,1
1,29,200907,1
1,29,100604,1
1,29,120313,4
1,29,120303,2
1,29,120205,3
1,29,200902,4
1,29,220601,1
1,29,151813,3
1,29,220399,3
1,29,200299,1
1,29,200301,1
1,29,231001,1
1,29,201201,1
1,29,332202,2
1,29,200801,1
1,29,230703,1
1,29,201102,3
1,29,200102,1
1,29,200201,1
1,29,200704,1
1,29,201003,1
1,29,100103,1
1,29,332104,1
1,29,150503,1
1,29,201111,3
1,29,130603,1
1,29,120501,1
1,29,220110,2
1,29,220699,1
1,29,331905,1
1,29,201499,1
1,29,200806,1
1,29,220599,1
1,29,151803,1
1,29,151503,2
1,29,220201,2
1,29,201402,1
1,29,220206,1
1,29,332504,1
1,29,150304,1
1,29,150104,1
1,29,301606,1
1,29,220802,1
1,29,300301,1
1,29,301607,1
1,29,130201,1
1,29,201306,3
1,29,201106,1
1,29,110107,1
1,29,220103,1
1,29,200105,1
1,29,300206,1
1,29,220401,1
1,29,120309,1
1,29,150103,1
1,29,200805,3
1,29,200803,2
1,29,220403,1
1,29,300701,2
1,29,200602,1
1,29,301608,3
1,29,220199,1
1,29,300703,1
1,29,220109,1
1,30,201201,1
1,30,201299,1
1,30,152101,11
1,30,220405,1
1,30,120102,20
1,30,120309,3
1,30,120104,21
1,30,120301,9
1,30,151701,5
1,30,151704,2
1,30,120101,16
1,30,220111,3
1,30,220102,3
1,30,120201,4
1,30,220208,7
1,30,220201,1
1,30,130101,4
1,30,200603,2
1,30,220104,2
1,30,301802,3
1,30,200701,1
1,30,201306,2
1,30,311002,1
1,30,150504,4
1,30,120204,1
1,30,120306,3
1,30,220409,1
1,30,301603,1
1,30,220403,1
1,30,220710,4
1,30,220799,2
1,30,120302,6
1,30,220299,1
1,30,151803,2
1,30,100101,4
1,30,151902,1
1,30,201401,3
1,30,301101,1
1,30,120307,6
1,30,200809,2
1,30,200201,1
1,30,220202,1
1,30,130801,3
1,30,220512,2
1,30,301303,1
1,30,220408,1
1,30,200301,2
1,30,200501,2
1,30,200708,1
1,30,230705,3
1,30,200805,1
1,30,301301,1
1,30,151802,3
1,30,110107,1
1,30,210401,1
1,30,311701,1
1,30,220302,2
1,30,300403,1
1,30,120106,12
1,30,200101,2
1,30,120105,6
1,30,220305,1
1,30,220205,1
1,30,120313,2
1,30,200801,1
1,30,220508,1
1,30,220513,3
1,30,201302,2
1,30,230202,1
1,30,230501,1
1,30,230304,1
1,30,230399,2
1,30,332103,1
1,30,151805,1
1,30,200105,1
1,30,200502,1
1,30,201103,1
1,30,231602,1
1,30,201004,1
1,30,100402,1
1,30,120107,2
1,30,220106,1
1,30,221005,2
1,30,130201,2
1,30,300802,1
1,30,120103,2
1,30,220399,1
1,30,220699,1
1,30,220906,1
1,30,120109,5
1,30,150503,1
1,30,150103,1
1,30,230901,1
1,30,220108,1
1,30,100504,1
1,30,150199,1
1,30,230703,1
1,30,220301,2
1,30,150501,1
1,30,200706,2
1,30,220502,1
1,30,220103,1
1,30,220801,1
1,30,150502,1
1,30,151899,1
1,30,200903,1
1,30,201101,1
1,30,120303,1
1,30,220599,1
1,30,201111,1
1,30,130603,1
1,30,221101,2
1,30,220703,2
1,30,220515,1
1,30,150101,1
1,30,210107,1
1,30,151813,1
1,30,220199,1
1,30,200709,1
1,30,201003,1
1,30,300604,1
1,30,201112,1
1,30,200803,1
1,30,120501,1
1,30,332102,1
1,30,210502,1
1,30,220506,1
1,30,311702,1
1,30,332101,1
1,30,150802,1
1,30,300203,1
1,30,200601,1
1,30,220802,1
1,30,152104,1
1,30,220904,1
1,31,200501,3
1,31,120102,25
1,31,150501,3
1,31,100101,6
1,31,152101,6
1,31,151206,2
1,31,120104,30
1,31,301802,1
1,31,120101,25
1,31,200199,1
1,31,200502,1
1,31,220607,1
1,31,200101,3
1,31,200607,3
1,31,300701,2
1,31,120103,3
1,31,220405,4
1,31,220202,2
1,31,120105,6
1,31,150801,1
1,31,220301,10
1,31,230304,3
1,31,210501,2
1,31,150504,7
1,31,150105,1
1,31,220399,8
1,31,231301,1
1,31,151701,6
1,31,220102,7
1,31,301301,4
1,31,311706,3
1,31,120107,2
1,31,200701,1
1,31,201304,1
1,31,300206,3
1,31,220107,4
1,31,301106,3
1,31,301801,2
1,31,220208,3
1,31,331903,1
1,31,221002,1
1,31,100402,2
1,31,301804,2
1,31,120109,4
1,31,201502,1
1,31,200702,1
1,31,200805,2
1,31,220401,1
1,31,220605,1
1,31,220710,1
1,31,220502,2
1,31,220203,1
1,31,210503,2
1,31,301603,6
1,31,210601,1
1,31,220112,2
1,31,301303,3
1,31,301606,1
1,31,221003,2
1,31,200606,6
1,31,340701,2
1,31,231102,1
1,31,220106,2
1,31,201111,2
1,31,220802,1
1,31,151803,3
1,31,230404,2
1,31,200102,1
1,31,220604,1
1,31,150599,1
1,31,220111,5
1,31,120307,5
1,31,151813,3
1,31,220205,7
1,31,230703,1
1,31,220602,1
1,31,210111,1
1,31,312205,2
1,31,220302,7
1,31,340803,1
1,31,120301,2
1,31,151801,3
1,31,300604,4
1,31,200304,2
1,31,301608,7
1,31,201404,4
1,31,220599,2
1,31,120106,4
1,31,301701,1
1,31,120303,5
1,31,120309,3
1,31,120501,2
1,31,220513,4
1,31,230704,2
1,31,220109,1
1,31,201004,1
1,31,130201,1
1,31,300204,1
1,31,220512,4
1,31,201101,2
1,31,201109,1
1,31,311401,1
1,31,220904,3
1,31,201505,1
1,31,200905,1
1,31,230101,1
1,31,200505,1
1,31,230901,1
1,31,300801,2
1,31,220201,2
1,31,201107,2
1,31,200201,1
1,31,100202,1
1,31,200601,5
1,31,301803,1
1,31,220906,1
1,31,201307,1
1,31,210402,2
1,31,201103,3
1,31,120205,3
1,31,210504,2
1,31,130101,6
1,31,130801,3
1,31,200711,1
1,31,120302,3
1,31,220306,1
1,31,151299,1
1,31,220799,1
1,31,221101,1
1,31,230705,3
1,31,201302,2
1,31,220901,1
1,31,220204,1
1,31,220101,1
1,31,210108,1
1,31,201201,1
1,31,200301,2
1,31,201501,1
1,31,201405,1
1,31,151899,1
1,31,151099,1
1,31,200809,1
1,31,200902,1
1,31,120201,2
1,31,201003,1
1,31,200299,1
1,31,220601,1
1,31,151806,2
1,31,200706,1
1,31,300602,1
1,31,120313,2
1,31,340802,1
1,31,221004,1
1,31,201401,2
1,31,201102,1
1,31,130603,1
1,31,220206,2
1,31,220707,1
1,31,200599,1
1,31,340202,1
1,31,220801,2
1,31,151003,1
1,31,150502,1
1,31,312601,1
1,31,200906,1
1,31,201299,1
1,31,301012,1
1,31,220403,1
1,31,220706,1
1,31,220608,1
1,31,200603,1
1,31,220703,1
1,31,150505,2
1,31,220905,1
1,31,220503,1
1,31,220305,1
1,31,201306,2
1,31,301001,1
1,31,332102,1
1,31,230701,1
1,31,311801,1
1,31,300702,1
1,31,200709,1
1,31,300601,1
1,31,331504,1
2,1,201302,2
2,1,130803,3
2,1,201102,2
2,1,200905,1
2,1,220513,5
2,1,120104,14
2,1,200902,5
2,1,152101,12
2,1,151206,1
2,1,220904,3
2,1,120307,6
2,1,120103,4
2,1,220607,3
2,1,120309,6
2,1,120102,20
2,1,301303,2
2,1,120303,7
2,1,151805,2
2,1,200501,3
2,1,340601,2
2,1,312102,1
2,1,300802,3
2,1,221003,3
2,1,311405,1
2,1,311604,2
2,1,120201,8
2,1,120302,4
2,1,221202,1
2,1,120107,3
2,1,200706,3
2,1,220302,4
2,1,120501,4
2,1,200201,4
2,1,200608,1
2,1,310499,2
2,1,300901,1
2,1,220208,2
2,1,100101,5
2,1,220304,2
2,1,311599,1
2,1,200809,1
2,1,150504,2
2,1,312603,1
2,1,150501,2
2,1,201401,6
2,1,300202,1
2,1,301301,3
2,1,201306,2
2,1,200903,2
2,1,120101,15
2,1,130101,1
2,1,220111,2
2,1,340201,2
2,1,220703,2
2,1,301102,2
2,1,200703,1
2,1,220205,6
2,1,150305,1
2,1,151299,1
2,1,151701,3
2,1,151902,2
2,1,220502,4
2,1,230601,1
2,1,220206,2
2,1,200607,6
2,1,220403,1
2,1,200803,1
2,1,230101,1
2,1,332103,1
2,1,220799,1
2,1,200702,1
2,1,200604,1
2,1,220515,1
2,1,220605,1
2,1,120301,5
2,1,200606,1
2,1,340802,3
2,1,301603,5
2,1,301606,1
2,1,200599,5
2,1,301804,5
2,1,220406,1
2,1,300801,3
2,1,152104,1
2,1,301801,3
2,1,151803,1
2,1,220201,3
2,1,220301,3
2,1,200602,3
2,1,151003,1
2,1,220106,2
2,1,220503,1
2,1,120313,4
2,1,220514,1
2,1,220906,2
2,1,200701,2
2,1,220202,1
2,1,201107,1
2,1,150505,1
2,1,340899,1
2,1,312205,1
2,1,311204,1
2,1,300701,1
2,1,300604,1
2,1,300602,2
2,1,301004,1
2,1,151799,1
2,1,100202,2
2,1,201002,1
2,1,120109,2
2,1,220606,1
2,1,151801,1
2,1,311008,2
2,1,301501,1
2,1,120305,1
2,1,331903,1
2,1,120105,7
2,1,110107,2
2,1,201003,1
2,1,130801,3
2,1,210504,1
2,1,110301,1
2,1,311703,1
2,1,301607,1
2,1,220512,1
2,1,221001,2
2,1,230202,1
2,1,200705,1
2,1,230304,3
2,1,332102,1
2,1,301608,1
2,1,300601,1
2,1,220701,1
2,1,150503,1
2,1,200202,1
2,1,200906,1
2,1,120106,3
2,1,200805,1
2,1,220399,2
2,1,200102,1
2,1,220699,1
2,1,220101,2
2,1,310505,1
2,1,231103,1
2,1,221099,1
2,1,301602,1
2,1,220405,1
2,1,150102,1
2,1,220601,1
2,1,331909,1
2,1,301805,1
2,1,100504,1
2,1,220708,1
2,1,221101,1
2,1,311706,1
2,1,300704,2
2,1,200709,2
2,1,230305,1
2,1,210402,1
2,1,201304,1
2,1,301101,1
2,1,210103,1
2,1,220707,1
2,2,120303,3
2,2,200301,1
2,2,100101,4
2,2,201302,2
2,2,151801,1
2,2,120104,23
2,2,220405,2
2,2,120105,5
2,2,120313,4
2,2,231102,1
2,2,120101,29
2,2,120107,5
2,2,231701,1
2,2,151704,4
2,2,210301,1
2,2,301608,4
2,2,151701,6
2,2,120307,4
2,2,220503,1
2,2,220508,1
2,2,120302,6
2,2,200902,2
2,2,220111,1
2,2,220202,1
2,2,152101,14
2,2,120301,7
2,2,220299,3
2,2,200607,2
2,2,130803,1
2,2,120109,8
2,2,110301,2
2,2,201101,2
2,2,200105,2
2,2,220302,3
2,2,300701,1
2,2,150102,1
2,2,220905,1
2,2,220110,1
2,2,120102,26
2,2,311002,1
2,2,120205,2
2,2,200204,1
2,2,311406,1
2,2,201002,2
2,2,200601,5
2,2,220208,2
2,2,220401,1
2,2,150802,1
2,2,151813,3
2,2,120201,7
2,2,301603,5
2,2,150501,5
2,2,341004,1
2,2,200704,1
2,2,150103,1
2,2,200599,1
2,2,201111,3
2,2,230602,2
2,2,220101,2
2,2,201401,1
2,2,220106,2
2,2,220109,2
2,2,220513,3
2,2,221202,4
2,2,220301,4
2,2,120106,9
2,2,200705,1
2,2,220801,3
2,2,120204,4
2,2,301802,1
2,2,120309,3
2,2,130201,2
2,2,230499,1
